shipment_id,zone,latitude,longitude,distance_km,weight_kg,package_type,vehicle_type,route_id,stops_per_route,month,day,hour,is_weekend,is_festive,peak_hour,promised_delivery_hrs,actual_delivery_hrs,delay_hrs,on_time,first_attempt,total_cost_inr,fuel_cost_inr,labor_cost_inr,route_efficiency,cost_per_km
DEL100910,Hyderabad,17.350015413607448,78.45146840785975,17.3,0.11,Standard,2-Wheeler,RT-122,6,7,14,6,0,0,0,9.63,2.52,1.01,1,1,361.27,207.58,136.34,90.5,20.88
DEL100911,Mumbai,19.158449747449858,72.84973684714461,25.8,3.19,Fragile,3-Wheeler,RT-120,16,8,4,15,1,0,0,11.19,4.69,1.94,1,1,769.68,412.85,292.2,75.1,29.83
DEL100912,Hyderabad,17.26980497965135,78.43087236645448,4.61,1.47,Standard,2-Wheeler,RT-105,7,10,22,13,0,0,1,7.58,1.51,0.72,1,1,178.34,55.36,108.77,85.6,38.66
DEL100913,Bangalore,13.130557003943007,77.6746070390545,5.55,0.74,Fragile,3-Wheeler,RT-119,11,8,19,11,1,0,1,8.58,1.94,0.77,1,1,255.75,88.79,155.8,93.7,46.08
DEL100914,Hyderabad,17.485017702033524,78.52129875377318,4.05,0.53,Fragile,3-Wheeler,RT-175,10,12,23,18,0,0,1,11.06,2.11,1.3,1,1,218.03,64.75,153.97,82.3,53.88
DEL100915,Bangalore,12.869647248635804,77.5964168524358,9.33,2.77,Standard,Van,RT-139,18,8,7,18,0,1,1,7.95,4.56,2.98,1,1,527.79,205.23,303.71,66.5,56.58
DEL100916,Mumbai,19.187922909263495,72.78041186926595,13.34,0.1,Heavy,Van,RT-108,9,10,4,6,0,0,0,11.23,2.49,1.2,1,1,445.8,293.52,159.13,77.4,33.41
DEL100917,Pune,18.469463194022428,73.83289573253975,15.84,4.1,Fragile,2-Wheeler,RT-149,8,12,2,15,1,0,0,8.18,2.0,0.6,1,1,406.24,190.11,133.99,79.5,25.64
DEL100918,Chennai,13.022807571037802,80.34509218523554,12.5,0.21,Standard,2-Wheeler,RT-127,19,11,27,11,0,1,1,8.18,4.36,2.43,1,1,433.7,149.97,304.77,75.0,34.7
DEL100919,Delhi_NCR,28.433751273341908,77.16309069606642,15.57,0.53,Standard,2-Wheeler,RT-110,11,3,7,12,0,0,1,7.85,3.09,1.26,1,1,388.79,186.79,196.31,93.3,24.98
DEL100920,Kolkata,22.46277763870427,88.53973679089341,10.22,1.22,Express,2-Wheeler,RT-174,7,11,3,17,0,1,1,2.34,3.0,2.39,0,1,323.86,122.63,161.14,83.9,31.69
DEL100921,Bangalore,12.839656226654613,77.59126035082656,7.26,1.66,Standard,Van,RT-155,17,2,15,11,0,0,1,6.77,3.22,1.69,1,1,412.81,159.78,248.57,79.3,56.84
DEL100922,Pune,18.58447124620865,73.96136632840823,5.65,1.1,Standard,Van,RT-178,14,4,1,19,1,0,1,6.22,2.59,1.2,1,1,344.33,124.26,202.53,91.8,60.96
DEL100923,Kolkata,22.547955022912877,88.32128345878345,9.55,0.97,Standard,3-Wheeler,RT-134,6,1,2,9,1,1,0,11.38,2.62,1.55,1,1,253.85,152.74,139.84,90.0,26.59
DEL100924,Bangalore,12.939164332493505,77.54249669210553,5.75,8.3,Standard,3-Wheeler,RT-124,16,3,10,15,0,0,0,11.57,2.1,0.84,1,1,328.34,91.94,201.57,83.0,57.14
DEL100925,Delhi_NCR,28.5026664693534,77.13812778829123,13.11,2.57,Standard,2-Wheeler,RT-118,16,11,16,15,0,0,0,6.46,3.27,1.15,1,1,417.55,157.29,242.39,84.3,31.86
DEL100926,Mumbai,18.970840190230426,72.83623849946918,5.81,0.1,Standard,3-Wheeler,RT-130,23,9,25,10,1,0,1,9.3,3.27,1.63,1,0,474.04,92.98,298.37,53.0,81.57
DEL100927,Bangalore,13.029864622216095,77.78898806609496,7.79,1.41,Heavy,Van,RT-149,23,7,28,11,0,0,1,9.24,3.22,1.29,1,1,479.94,171.33,296.54,77.7,61.63
DEL100928,Hyderabad,17.461273020195783,78.32694281347274,19.34,5.2,Express,3-Wheeler,RT-162,7,7,15,17,0,0,1,3.32,3.54,2.0,0,0,737.03,309.37,179.9,57.0,38.12
DEL100929,Mumbai,18.88401262623433,73.03542696625367,20.38,0.9,Standard,2-Wheeler,RT-146,10,1,24,17,0,0,1,9.41,3.12,1.32,1,1,429.28,244.58,189.18,87.4,21.06
DEL100930,Delhi_NCR,28.548645395153667,76.86444689025772,20.02,0.25,Express,3-Wheeler,RT-100,6,7,15,11,0,0,1,3.4,3.9,2.11,0,1,508.57,320.37,184.53,81.2,25.4
DEL100931,Kolkata,22.609665605502634,88.4182770724016,10.32,3.55,Express,2-Wheeler,RT-157,17,10,14,13,0,0,1,2.09,3.0,1.26,0,1,378.87,123.88,240.91,79.9,36.7
DEL100932,Ahmedabad,23.079700964023736,72.5534804055715,7.46,2.33,Fragile,3-Wheeler,RT-109,13,7,22,7,1,0,0,10.53,2.33,0.97,1,0,462.2,119.32,185.41,61.7,61.98
DEL100933,Bangalore,12.805288739475067,77.78775537930906,14.28,2.11,Standard,3-Wheeler,RT-107,17,4,14,10,0,1,1,9.16,4.36,2.25,1,1,511.18,228.54,288.75,84.3,35.79
DEL100934,Delhi_NCR,28.52544652284555,77.27321840163678,5.9,0.14,Standard,2-Wheeler,RT-125,18,7,6,13,0,0,1,7.94,3.01,1.57,1,1,307.26,70.75,249.39,79.9,52.11
DEL100935,Mumbai,19.167983441445422,72.93300222512384,16.29,0.38,Fragile,3-Wheeler,RT-133,23,8,14,8,1,0,0,9.49,4.24,1.78,1,1,581.83,260.62,332.43,72.8,35.72
DEL100936,Delhi_NCR,28.55645369710682,76.98976737763485,7.02,2.44,Fragile,Van,RT-118,15,3,17,17,0,0,1,9.84,3.66,1.97,1,1,462.74,154.45,247.97,76.2,65.91
DEL100937,Pune,18.549417070675673,74.00982869008351,9.3,0.58,Express,2-Wheeler,RT-177,18,10,18,16,0,0,0,2.71,2.7,0.9,1,1,357.41,111.6,238.63,78.2,38.43
DEL100938,Delhi_NCR,28.873366864461698,76.87413406308262,16.5,1.75,Heavy,Van,RT-171,20,2,20,19,0,0,1,9.71,4.37,2.25,1,1,695.48,362.9,312.88,70.8,42.16
DEL100939,Hyderabad,17.3041900144092,78.63065769057408,2.65,1.97,Standard,3-Wheeler,RT-100,14,7,19,16,0,0,0,9.99,1.5,0.55,1,1,218.58,42.32,164.39,86.2,82.63
DEL100940,Mumbai,19.181440852750658,73.01489814744893,7.22,0.83,Express,3-Wheeler,RT-147,24,5,17,19,1,0,1,2.51,3.94,1.77,0,1,476.3,115.51,329.93,76.5,65.97
DEL100941,Hyderabad,17.32092142194737,78.5056550548883,13.27,7.41,Standard,Van,RT-124,20,5,16,14,1,0,0,8.68,3.16,1.25,1,1,618.94,291.99,270.76,71.4,46.63
DEL100942,Hyderabad,17.495398858046116,78.53803915990645,14.96,4.62,Standard,3-Wheeler,RT-123,6,5,8,14,0,0,0,10.01,1.61,0.42,1,0,534.26,239.31,104.45,71.9,35.72
DEL100943,Kolkata,22.542853091803345,88.20538821209196,13.58,3.2,Heavy,Van,RT-146,20,7,7,20,1,0,1,10.53,4.25,2.09,1,1,658.42,298.75,308.66,70.7,48.49
DEL100944,Delhi_NCR,28.69146302840213,76.97717107742572,9.23,0.2,Standard,2-Wheeler,RT-168,18,9,20,15,0,0,0,8.6,3.12,1.38,1,1,336.15,110.73,253.31,75.2,36.43
DEL100945,Delhi_NCR,28.625127123071444,77.47030671055867,17.44,0.28,Standard,2-Wheeler,RT-166,22,11,28,7,1,0,0,8.19,4.25,1.52,1,0,633.14,209.33,324.64,52.4,36.3
DEL100946,Delhi_NCR,28.599517658821217,77.3878611246651,5.52,1.7,Fragile,3-Wheeler,RT-131,10,8,12,16,0,0,0,10.3,0.83,0.25,1,1,253.18,88.3,108.98,88.9,45.88
DEL100947,Pune,18.447135151437312,73.9517381494075,5.35,0.44,Standard,Van,RT-116,11,6,9,18,0,1,1,7.33,3.34,2.21,1,1,318.03,117.79,204.89,82.5,59.4
DEL100948,Pune,18.644251738609736,73.78056793026188,13.2,9.57,Fragile,Van,RT-160,17,7,27,17,0,0,1,6.06,3.29,1.43,1,1,721.92,290.32,251.08,81.2,54.71
DEL100949,Hyderabad,17.25291197977952,78.45175397742142,5.09,0.43,Fragile,3-Wheeler,RT-168,6,9,14,14,0,0,0,8.83,1.72,0.8,1,1,167.88,81.47,108.2,95.2,32.97
DEL100950,Hyderabad,17.28241891906798,78.56193452238668,26.3,1.67,Express,3-Wheeler,RT-110,19,11,20,15,0,0,0,3.6,4.24,1.48,0,1,714.66,420.74,300.47,84.0,27.18
DEL100951,Hyderabad,17.570092032347,78.45190734044806,7.36,1.13,Standard,2-Wheeler,RT-137,21,6,1,20,0,0,1,8.27,3.25,1.45,1,1,373.98,88.28,281.68,67.3,50.84
DEL100952,Delhi_NCR,28.52935582107772,77.10408232330462,17.26,2.55,Standard,Van,RT-167,17,1,10,8,1,1,0,7.75,4.31,2.17,1,1,660.0,379.72,286.97,76.6,38.24
DEL100953,Pune,18.5808619544625,73.75271624847412,4.48,0.35,Standard,2-Wheeler,RT-118,11,4,17,15,0,0,0,10.66,1.22,0.33,1,1,188.32,53.8,130.65,85.8,42.0
DEL100954,Bangalore,13.006308896319645,77.66465208971059,23.24,1.41,Standard,3-Wheeler,RT-116,5,8,17,10,1,0,1,7.99,4.15,2.56,1,1,581.38,371.86,185.26,85.3,25.02
DEL100955,Mumbai,19.136959711103174,72.82260662399426,10.76,0.8,Standard,3-Wheeler,RT-112,7,7,17,15,0,0,0,9.84,2.05,0.98,1,1,288.02,172.15,127.76,82.5,26.77
DEL100956,Bangalore,13.049918453182345,77.48198702021612,7.23,5.47,Fragile,3-Wheeler,RT-100,24,3,4,15,0,0,0,10.04,3.32,1.02,1,1,495.3,115.62,308.07,76.0,68.54
DEL100957,Delhi_NCR,28.4996351682334,77.41422903265814,8.83,0.1,Standard,2-Wheeler,RT-101,22,10,17,9,1,0,0,8.74,3.84,1.94,1,0,557.89,105.95,310.47,38.3,63.19
DEL100958,Delhi_NCR,28.76936157536328,76.80962188780794,6.48,6.13,Express,Van,RT-165,11,3,18,9,0,0,0,2.07,1.53,0.53,1,0,509.25,142.61,141.56,63.8,78.56
DEL100959,Chennai,12.94935050414792,80.15360162074829,9.28,4.47,Standard,3-Wheeler,RT-167,21,11,20,15,1,1,0,10.2,3.95,2.07,1,1,455.67,148.54,306.17,72.9,49.08
DEL100960,Delhi_NCR,28.535403164018486,76.97329183919592,4.68,0.88,Express,Van,RT-115,16,3,23,9,1,0,0,2.33,2.68,1.34,0,0,476.16,102.91,221.87,52.1,101.79
DEL100961,Hyderabad,17.271884203509995,78.4606291808089,7.38,3.89,Fragile,2-Wheeler,RT-103,20,12,2,10,0,0,1,6.6,3.46,1.4,1,1,465.92,88.54,281.19,75.0,63.15
DEL100962,Mumbai,19.179730063653775,72.93201951741523,17.07,0.1,Standard,3-Wheeler,RT-156,14,1,8,17,0,0,1,7.18,3.4,1.6,1,1,485.46,273.17,231.05,79.0,28.43
DEL100963,Mumbai,19.152792250869137,72.77434475356087,12.09,8.52,Standard,3-Wheeler,RT-172,20,10,13,11,0,0,1,7.68,4.25,1.79,1,1,553.48,193.51,308.7,67.3,45.76
DEL100964,Mumbai,19.278170819579554,73.0015475501529,5.44,1.87,Express,3-Wheeler,RT-122,24,1,23,13,0,0,1,2.4,3.64,1.65,0,1,424.97,87.06,319.43,66.1,78.1
DEL100965,Mumbai,19.212290643323048,72.99689514151252,9.48,0.9,Express,Van,RT-101,22,6,25,19,0,0,1,3.06,3.93,2.08,0,1,534.23,208.64,313.55,73.0,56.33
DEL100966,Chennai,13.223084203253105,80.23606349152841,20.51,1.13,Express,2-Wheeler,RT-166,19,1,22,10,1,0,1,3.5,4.35,1.98,0,1,549.46,246.15,304.28,80.2,26.79
DEL100967,Mumbai,18.940126908040433,72.93503508235577,7.94,0.17,Standard,2-Wheeler,RT-125,15,5,20,12,0,0,1,11.87,2.62,1.48,1,1,302.54,95.25,211.86,84.5,38.12
DEL100968,Hyderabad,17.510008522783778,78.55827108767392,5.05,11.36,Standard,3-Wheeler,RT-106,22,4,22,15,0,0,0,7.46,2.8,1.02,1,1,447.49,80.86,273.97,67.2,88.55
DEL100969,Bangalore,12.982507158458409,77.47396055176675,14.64,0.1,Fragile,2-Wheeler,RT-143,10,5,15,16,0,0,0,9.66,2.25,0.55,1,1,328.06,175.72,158.61,95.5,22.4
DEL100970,Hyderabad,17.379889528450544,78.62226831296218,1.84,2.66,Fragile,Van,RT-132,5,7,20,18,1,0,1,11.08,1.74,1.29,1,1,181.84,40.49,100.87,96.0,98.79
DEL100971,Pune,18.546112227439355,73.91149958297672,8.95,1.46,Standard,2-Wheeler,RT-163,11,6,23,18,0,0,1,10.81,2.3,0.91,1,1,326.55,107.45,168.56,82.9,36.47
DEL100972,Chennai,12.957541405752877,80.19211222997914,21.52,7.44,Heavy,3-Wheeler,RT-135,16,12,9,17,0,0,1,6.54,4.11,1.72,1,1,696.02,344.32,271.95,75.0,32.34
DEL100973,Delhi_NCR,28.847673044576585,77.26652413326879,9.32,0.71,Standard,2-Wheeler,RT-103,24,9,3,10,0,0,1,10.18,4.01,1.66,1,1,471.64,111.81,332.35,69.9,50.62
DEL100974,Delhi_NCR,28.793693513376166,77.11804179614735,18.04,1.9,Standard,3-Wheeler,RT-122,8,6,3,6,1,0,0,7.55,2.64,1.21,1,1,453.21,288.59,156.25,89.2,25.13
DEL100975,Mumbai,19.133611248755273,72.82451508262297,5.01,1.65,Standard,2-Wheeler,RT-124,14,9,2,11,1,1,1,8.13,4.3,2.92,1,1,301.25,60.06,262.39,72.7,60.19
DEL100976,Hyderabad,17.496911290599222,78.44966046679617,9.09,3.03,Standard,2-Wheeler,RT-173,6,4,1,9,0,0,0,8.93,1.92,0.68,1,1,298.26,109.13,115.34,93.8,32.8
DEL100977,Delhi_NCR,28.62127275740737,77.25452562720382,8.57,0.18,Express,2-Wheeler,RT-126,13,1,14,16,1,1,0,3.42,4.3,2.51,0,1,346.48,102.81,254.61,70.5,40.44
DEL100978,Bangalore,13.127698217514125,77.47240222131302,14.19,0.54,Standard,2-Wheeler,RT-150,14,1,17,15,0,0,0,7.0,3.01,1.01,1,0,484.06,170.31,217.42,53.4,34.11
DEL100979,Hyderabad,17.538660133071453,78.40233408864427,11.12,0.6,Standard,Van,RT-178,24,10,13,7,1,0,0,6.65,3.59,1.31,1,1,582.66,244.55,317.6,69.9,52.42
DEL100980,Mumbai,19.04976375452787,72.7565739986325,23.13,3.35,Heavy,2-Wheeler,RT-168,15,7,19,17,0,0,1,6.92,4.71,2.52,1,1,577.46,277.56,284.71,71.3,24.97
DEL100981,Kolkata,22.50536612724201,88.37592093492054,7.66,0.52,Express,3-Wheeler,RT-179,18,3,23,10,0,0,1,3.49,2.71,1.2,1,1,383.45,122.52,238.7,81.8,50.07
DEL100982,Delhi_NCR,28.428088038673717,77.14376701056821,11.04,2.13,Express,Van,RT-122,7,2,15,12,0,0,1,2.05,2.68,1.59,0,1,409.64,242.79,149.63,87.7,37.12
DEL100983,Delhi_NCR,28.863555314429213,76.87377525267546,8.77,0.61,Fragile,Van,RT-108,5,6,27,15,0,0,0,11.56,2.18,1.03,1,1,314.89,192.92,116.34,94.2,35.91
DEL100984,Chennai,13.155776291230202,80.20241776334399,10.56,4.94,Standard,Van,RT-132,11,6,25,12,1,0,1,7.91,2.23,0.97,1,1,426.29,232.29,166.07,91.8,40.37
DEL100985,Bangalore,13.029310800083518,77.54108280929483,9.99,7.13,Express,Van,RT-134,8,7,14,12,0,0,1,3.71,2.41,1.27,1,1,405.33,219.79,148.47,89.2,40.57
DEL100986,Chennai,12.913796905016543,80.1401156535678,5.86,1.83,Heavy,3-Wheeler,RT-149,11,5,2,8,1,0,0,9.83,1.23,0.0,1,1,202.19,93.71,131.11,82.3,34.52
DEL100987,Bangalore,12.824672180975101,77.51497634671544,16.54,1.09,Express,3-Wheeler,RT-123,20,8,7,12,0,0,1,3.83,3.02,1.26,1,1,595.21,264.7,265.55,75.6,35.98
DEL100988,Mumbai,19.148898723245036,73.01450718355305,6.88,0.67,Standard,2-Wheeler,RT-123,14,7,17,17,0,0,1,10.52,2.7,1.54,1,1,323.44,82.5,206.46,79.7,47.05
DEL100989,Kolkata,22.684943989956906,88.43979700845607,6.56,0.13,Standard,2-Wheeler,RT-118,19,2,18,18,0,0,1,10.31,3.52,1.55,1,1,356.99,78.71,275.2,78.4,54.42
DEL100990,Kolkata,22.438651152193884,88.30121560620358,3.42,0.78,Heavy,Van,RT-138,20,1,6,12,0,0,1,6.3,3.57,1.86,1,1,397.61,75.31,284.85,70.0,116.16
DEL100991,Chennai,12.973922750128988,80.1624892365994,7.52,2.65,Standard,3-Wheeler,RT-160,10,9,27,12,1,0,1,10.69,2.17,0.89,1,1,326.18,120.28,156.08,94.9,43.39
DEL100992,Mumbai,19.081752546869378,72.9106661444639,6.82,1.91,Heavy,3-Wheeler,RT-124,8,5,21,16,0,0,0,9.01,2.09,1.32,1,1,273.45,109.07,137.2,85.0,40.12
DEL100993,Hyderabad,17.37491009130989,78.42382620555776,2.17,7.21,Express,3-Wheeler,RT-124,8,12,8,19,0,0,1,3.77,1.71,0.81,1,1,209.44,34.73,123.94,87.9,96.48
DEL100994,Mumbai,19.222850019057738,72.9867878544959,9.26,1.26,Express,2-Wheeler,RT-126,8,11,28,10,0,1,1,3.86,3.51,2.57,1,0,498.81,111.11,186.91,54.7,53.87
DEL100995,Delhi_NCR,28.55389791584037,77.43965191071128,22.56,2.96,Heavy,Van,RT-131,21,5,27,12,0,0,1,10.86,4.61,1.88,1,1,867.36,496.22,329.29,71.2,38.45
DEL100996,Pune,18.638203754250625,73.848022762609,3.91,1.68,Express,3-Wheeler,RT-110,17,12,2,17,1,0,1,2.73,1.97,0.5,1,0,397.42,62.57,205.05,50.2,101.63
DEL100997,Delhi_NCR,28.577212474396525,77.15394390739537,10.44,1.8,Standard,2-Wheeler,RT-168,6,10,1,15,0,0,0,7.09,2.24,1.09,1,1,259.28,125.31,126.34,96.0,24.83
DEL100998,Ahmedabad,23.138224162506734,72.67526388662847,9.12,0.78,Express,Van,RT-132,24,4,16,8,1,0,0,3.13,3.24,1.03,0,0,636.61,200.72,305.44,47.5,69.78
DEL100999,Bangalore,12.835898786904258,77.58745576014499,15.31,1.52,Heavy,2-Wheeler,RT-118,10,2,7,15,0,0,0,11.7,2.78,1.25,1,1,378.47,183.67,177.19,88.9,24.73
DEL101000,Delhi_NCR,28.676685594874886,77.15219273078608,15.95,1.59,Standard,Van,RT-115,5,5,22,9,0,0,0,9.5,2.83,1.87,1,0,635.0,350.96,138.98,59.5,39.8
DEL101001,Bangalore,12.867852073777913,77.75058586990885,31.84,3.07,Standard,3-Wheeler,RT-110,12,2,24,13,1,0,1,6.62,4.04,1.37,1,1,778.77,509.47,237.37,80.4,24.46
DEL101002,Pune,18.569235195749208,74.00137251245553,12.36,7.06,Standard,2-Wheeler,RT-174,22,12,11,13,0,0,1,10.39,3.98,2.15,1,1,545.01,148.27,315.19,65.4,44.11
DEL101003,Chennai,13.193505711739789,80.28708896341642,6.24,1.0,Fragile,Van,RT-173,8,7,15,18,0,0,1,6.26,1.68,0.69,1,1,308.4,137.23,122.69,81.3,49.44
DEL101004,Kolkata,22.5537237104374,88.4136913642554,7.38,0.11,Standard,3-Wheeler,RT-168,9,11,13,12,0,0,1,10.45,2.42,1.55,1,1,285.73,118.12,156.76,82.8,38.7
DEL101005,Hyderabad,17.30612789214191,78.53577589611622,7.87,1.71,Express,2-Wheeler,RT-154,9,9,24,10,0,0,1,2.37,1.82,0.79,1,1,240.69,94.5,135.79,86.4,30.56
DEL101006,Chennai,12.921701302295713,80.27348739762753,7.0,1.97,Standard,2-Wheeler,RT-124,19,9,2,10,1,0,1,8.55,2.95,1.36,1,1,372.19,84.0,255.36,85.2,53.17
DEL101007,Kolkata,22.48035935626389,88.24114295505258,25.66,0.46,Standard,Van,RT-176,14,11,14,18,0,0,1,8.48,4.46,1.94,1,0,948.47,564.55,268.15,54.5,36.96
DEL101008,Mumbai,18.924378020564333,72.75059764056572,15.52,3.57,Express,2-Wheeler,RT-133,12,6,24,9,1,0,0,3.86,2.32,0.75,1,1,384.49,186.24,177.21,92.4,24.77
DEL101009,Bangalore,13.051558866248737,77.70634036717043,3.17,10.49,Standard,Van,RT-111,11,1,6,12,0,0,1,11.26,2.36,1.4,1,1,349.65,69.64,170.61,76.7,110.46
DEL101010,Mumbai,19.08172000746097,72.79840884031661,14.12,7.29,Express,2-Wheeler,RT-120,16,6,9,9,0,0,0,3.99,3.29,1.37,1,1,508.4,169.46,243.21,80.6,36.0
DEL101011,Ahmedabad,22.966710867502137,72.50382579328746,5.15,0.55,Heavy,3-Wheeler,RT-128,15,5,28,17,0,0,1,9.48,2.51,1.2,1,1,317.47,82.44,207.84,84.8,61.61
DEL101012,Pune,18.441437044241304,74.01725666049494,15.86,5.21,Heavy,Van,RT-150,17,4,7,13,0,0,1,9.97,3.51,1.38,1,1,647.7,348.96,258.72,80.0,40.83
DEL101013,Delhi_NCR,28.52076842085084,77.04798992905205,19.64,3.05,Standard,2-Wheeler,RT-122,19,12,18,11,1,1,1,7.8,5.54,3.33,1,1,562.18,235.72,345.88,68.9,28.62
DEL101014,Chennai,12.892138193792533,80.15559032618704,9.23,1.51,Heavy,3-Wheeler,RT-132,21,6,24,11,0,0,1,8.6,2.7,0.96,1,1,437.94,147.62,262.54,77.2,47.47
DEL101015,Pune,18.52980614269505,73.9323258049287,7.33,1.94,Express,Van,RT-107,22,6,9,18,0,0,1,2.22,4.27,2.13,0,1,512.51,161.2,325.28,65.8,69.95
DEL101016,Delhi_NCR,28.522676157083104,76.84041251145759,23.45,4.74,Heavy,Van,RT-141,12,6,23,14,1,0,0,11.91,3.64,1.73,1,1,788.36,515.89,223.54,74.9,33.62
DEL101017,Hyderabad,17.38686150419459,78.38197117982422,6.72,1.64,Standard,3-Wheeler,RT-176,10,2,4,16,1,0,0,6.21,2.2,0.79,1,1,249.07,107.5,157.17,91.6,37.07
DEL101018,Pune,18.454888480807448,74.03795884081403,6.27,1.17,Express,3-Wheeler,RT-168,15,7,9,18,0,0,1,3.29,2.68,1.34,1,1,316.84,100.25,213.86,78.0,50.57
DEL101019,Delhi_NCR,28.708150242962862,77.18981491022046,5.59,1.7,Fragile,Van,RT-140,13,4,4,18,1,0,1,8.57,2.84,1.79,1,0,522.84,122.9,203.37,53.5,93.59
DEL101020,Chennai,13.016310041409328,80.20723608335753,10.14,2.16,Heavy,Van,RT-173,9,12,12,11,0,0,1,9.96,2.63,1.3,1,1,383.99,222.98,164.18,83.0,37.89
DEL101021,Mumbai,19.093407251727136,72.95892894211083,12.33,0.52,Standard,Van,RT-162,11,9,4,19,0,0,1,8.32,3.06,1.7,1,1,482.25,271.36,195.13,78.2,39.1
DEL101022,Pune,18.575536524045457,73.80150817231163,18.17,5.78,Standard,2-Wheeler,RT-113,19,10,25,6,0,0,0,12.0,2.7,0.32,1,1,497.59,217.98,246.5,75.9,27.39
DEL101023,Ahmedabad,23.050022550415324,72.58239161900683,14.49,2.8,Standard,Van,RT-161,8,2,24,11,0,0,1,7.17,2.6,1.01,1,0,670.72,318.82,154.98,71.2,46.28
DEL101024,Pune,18.617631741567344,73.93942567636552,14.36,2.51,Standard,2-Wheeler,RT-174,23,5,20,18,0,0,1,6.05,4.09,1.6,1,0,688.73,172.3,327.22,38.4,47.97
DEL101025,Bangalore,12.986376423245595,77.49038812476262,21.33,0.26,Standard,2-Wheeler,RT-145,17,4,14,10,0,0,1,7.14,4.86,2.41,1,1,588.3,255.9,306.17,77.8,27.59
DEL101026,Kolkata,22.611973261263195,88.24102136698808,5.41,2.32,Standard,2-Wheeler,RT-166,5,9,24,10,0,0,1,11.32,1.99,1.23,1,1,193.9,64.88,109.66,95.3,35.86
DEL101027,Kolkata,22.518022301448013,88.24999468768502,3.74,0.32,Heavy,2-Wheeler,RT-152,5,4,24,11,1,0,1,6.87,1.58,1.02,1,1,162.68,44.85,95.36,91.6,43.53
DEL101028,Mumbai,19.161433141160966,72.81187563415085,14.9,0.2,Standard,2-Wheeler,RT-151,18,8,7,15,1,0,0,8.87,3.59,1.39,1,1,492.46,178.8,269.8,77.8,33.05
DEL101029,Kolkata,22.537150780615807,88.51348617216657,9.85,1.87,Express,2-Wheeler,RT-106,13,8,26,12,1,0,1,3.14,2.91,1.65,1,1,358.82,118.18,205.94,82.5,36.44
DEL101030,Delhi_NCR,28.502158191699483,77.15546354477114,18.2,1.29,Standard,2-Wheeler,RT-153,16,6,13,16,0,0,0,9.99,3.97,1.6,1,1,507.29,218.43,267.02,77.2,27.87
DEL101031,Hyderabad,17.39674508140811,78.306343414366,10.42,2.22,Standard,3-Wheeler,RT-110,22,6,22,18,0,0,1,6.33,3.32,1.27,1,1,499.82,166.65,292.25,80.9,47.99
DEL101032,Mumbai,19.206741151107767,72.77071377189438,7.17,0.23,Standard,2-Wheeler,RT-124,13,11,8,15,0,0,0,9.95,2.25,0.94,1,1,281.92,85.99,182.81,90.5,39.34
DEL101033,Delhi_NCR,28.637127510488476,77.19247480645727,15.02,1.41,Standard,2-Wheeler,RT-158,12,8,23,9,0,0,0,8.13,2.95,1.33,1,1,378.73,180.29,199.32,86.5,25.21
DEL101034,Delhi_NCR,28.71421322830729,77.28204214051551,11.21,0.48,Heavy,2-Wheeler,RT-165,18,12,5,19,0,0,1,11.56,3.98,2.03,1,1,404.72,134.48,283.32,67.2,36.12
DEL101035,Chennai,12.951308953409086,80.1024946941646,10.42,10.88,Heavy,2-Wheeler,RT-126,13,12,12,10,0,0,1,11.09,3.74,2.09,1,1,460.72,125.05,234.85,82.5,44.21
DEL101036,Mumbai,19.17554964805971,72.91069697980427,35.11,2.06,Standard,2-Wheeler,RT-157,24,10,13,9,1,0,0,8.4,5.31,1.83,1,1,803.1,421.31,377.82,78.1,22.87
DEL101037,Chennai,13.184447081282899,80.30534709072516,20.42,2.91,Standard,3-Wheeler,RT-110,6,9,20,8,0,0,0,11.96,2.22,0.64,1,1,461.2,326.77,125.62,95.1,22.58
DEL101038,Delhi_NCR,28.82166308389394,77.13956626198568,16.12,0.98,Standard,Van,RT-154,5,5,14,14,0,0,0,6.31,2.67,1.37,1,1,492.19,354.62,133.51,94.1,30.53
DEL101039,Mumbai,19.00013277812659,72.98746746077741,11.41,0.25,Heavy,Van,RT-118,17,11,28,8,0,0,0,10.73,3.13,1.26,1,1,464.12,251.1,245.55,76.5,40.66
DEL101040,Bangalore,12.95795293956024,77.51420476874121,10.84,9.31,Heavy,Van,RT-138,14,1,18,9,0,1,0,8.6,3.26,1.75,1,1,526.12,238.45,226.26,77.7,48.54
DEL101041,Kolkata,22.699240906846516,88.50889595687032,8.8,0.84,Express,2-Wheeler,RT-169,12,1,27,11,0,0,1,2.89,2.93,1.69,0,1,296.24,105.65,198.55,88.5,33.65
DEL101042,Mumbai,19.05983939026308,72.77270991819293,12.1,1.38,Express,2-Wheeler,RT-110,11,2,24,10,0,0,1,3.27,3.54,1.95,0,1,417.23,145.23,211.74,84.8,34.48
DEL101043,Hyderabad,17.385739131470928,78.58123818081191,7.78,2.62,Heavy,2-Wheeler,RT-113,16,10,25,15,0,1,0,9.09,3.83,2.22,1,1,391.33,93.4,261.92,74.9,50.28
DEL101044,Pune,18.625443507136556,73.81104182274927,4.63,0.1,Standard,Van,RT-159,21,10,20,17,0,0,1,6.51,2.88,1.17,1,1,363.09,101.92,268.79,76.0,78.37
